TIME	X	Y	Z	ROTX	ROTY	ROTZ	FX	FY	FZ	MX	MY	MZ
1.647852e-02	9.109636e+00	4.564181e+00	-2.117059e-09	-1.676984e-05	-6.921965e-09	8.198266e-04	2.435702e+03	1.992060e+00	1.410515e-10	-2.026082e-09	3.445336e-11	1.379748e-02
1.719043e-02	9.110445e+00	4.564990e+00	-5.308669e-08	-1.893758e-05	-8.154974e-09	8.550609e-04	2.546159e+03	2.078288e+00	6.668304e-10	-7.564303e-09	5.352073e-09	1.143558e-01
1.790234e-02	9.111254e+00	4.565799e+00	7.254089e-08	-2.110609e-05	-9.466442e-09	8.902815e-04	2.657784e+03	2.534421e+00	4.043763e-10	-1.200338e-08	1.061518e-08	-1.662623e-01
1.843628e-02	9.111860e+00	4.566405e+00	-4.190252e-08	-2.273352e-05	-1.050063e-08	9.166850e-04	2.740936e+03	2.423694e+00	1.491786e-07	-3.521453e-07	1.900121e-08	1.061354e-01
1.897021e-02	9.112467e+00	4.567012e+00	-1.664826e-08	-2.436234e-05	-1.157976e-08	9.430810e-04	2.825002e+03	2.653618e+00	1.450879e-07	-3.443329e-07	1.522280e-08	2.476284e-02
1.950415e-02	9.113074e+00	4.567619e+00	6.378206e-08	-2.599201e-05	-1.270324e-08	9.694688e-04	2.909491e+03	2.966374e+00	1.399908e-07	-3.419319e-07	2.237035e-08	-1.391481e-01
2.003809e-02	9.113681e+00	4.568226e+00	-6.799795e-08	-2.762323e-05	-1.387028e-08	9.958458e-04	2.993406e+03	2.843796e+00	1.381682e-07	-3.336167e-07	2.391657e-08	1.607477e-01
2.083899e-02	9.114591e+00	4.569136e+00	3.283908e-08	-3.007480e-05	-1.570689e-08	1.035398e-03	3.121065e+03	3.329966e+00	-2.643228e-08	-6.156818e-08	4.165531e-09	-8.583073e-02
2.163989e-02	9.115501e+00	4.570046e+00	2.396241e-08	-3.253367e-05	-1.764563e-08	1.074930e-03	3.248823e+03	3.555228e+00	-2.617426e-08	-6.548244e-08	2.718081e-09	-4.631295e-02
2.244080e-02	9.116411e+00	4.570956e+00	-6.440535e-08	-3.500467e-05	-1.968989e-08	1.114440e-03	3.376925e+03	3.645012e+00	-2.767313e-08	-7.960452e-08	1.016539e-08	1.475762e-01
2.324170e-02	9.117321e+00	4.571866e+00	6.164919e-08	-3.748732e-05	-2.184188e-08	1.153933e-03	3.506559e+03	4.212730e+00	-3.211618e-08	-8.655410e-08	9.971950e-09	-1.504479e-01
2.384238e-02	9.118004e+00	4.572549e+00	-1.012243e-08	-3.936652e-05	-2.353069e-08	1.183539e-03	3.603450e+03	4.255269e+00	2.010091e-05	-4.818143e-05	2.056801e-06	3.725724e-02
2.444305e-02	9.118686e+00	4.573231e+00	-4.790064e-08	-4.127500e-05	-2.529464e-08	1.213133e-03	3.700927e+03	4.422168e+00	1.995315e-05	-4.785144e-05	2.051622e-06	1.007981e-01
2.504373e-02	9.119369e+00	4.573914e+00	7.360396e-08	-4.322106e-05	-2.714104e-08	1.242718e-03	3.799384e+03	4.914129e+00	1.977677e-05	-4.746512e-05	2.046616e-06	-1.716093e-01
2.564441e-02	9.120051e+00	4.574596e+00	-4.997905e-08	-4.520517e-05	-2.906885e-08	1.272290e-03	3.897156e+03	4.869303e+00	1.961713e-05	-4.710960e-05	2.030596e-06	1.280289e-01
2.609492e-02	9.120563e+00	4.575108e+00	-2.031331e-08	-4.671149e-05	-3.056709e-08	1.294462e-03	3.971318e+03	5.146764e+00	-3.780428e-09	-7.265904e-09	1.116561e-08	2.970143e-02
2.654543e-02	9.121075e+00	4.575620e+00	7.668488e-08	-4.822272e-05	-3.210330e-08	1.316629e-03	4.045870e+03	5.521526e+00	-6.884139e-09	-1.724225e-08	2.194626e-08	-1.676170e-01
2.699593e-02	9.121587e+00	4.576132e+00	-8.135124e-08	-4.973257e-05	-3.367077e-08	1.338786e-03	4.119603e+03	5.369618e+00	-4.116464e-09	-2.687332e-08	2.454174e-08	1.937496e-01
2.744644e-02	9.122099e+00	4.576644e+00	3.138990e-08	-5.124100e-05	-3.527400e-08	1.360940e-03	4.194732e+03	5.834593e+00	-2.860582e-09	-1.156985e-08	1.319517e-08	-9.068367e-02
2.812220e-02	9.122867e+00	4.577412e+00	1.933704e-08	-5.350157e-05	-3.773986e-08	1.394158e-03	4.306923e+03	6.074329e+00	-5.343703e-05	-1.221731e-04	-4.172060e-06	-2.844901e-02
2.879797e-02	9.123635e+00	4.578180e+00	-5.685079e-08	-5.576235e-05	-4.028243e-08	1.427360e-03	4.419413e+03	6.232619e+00	-5.450960e-05	-1.246446e-04	-4.233845e-06	1.285454e-01
2.947373e-02	9.124403e+00	4.578948e+00	5.619013e-08	-5.802409e-05	-4.290464e-08	1.460549e-03	4.533173e+03	6.806103e+00	-5.506278e-05	-1.259232e-04	-4.260032e-06	-1.430282e-01
3.014949e-02	9.125171e+00	4.579716e+00	-1.802686e-08	-6.028694e-05	-4.560267e-08	1.493722e-03	4.646538e+03	6.935106e+00	-5.627010e-05	-1.286980e-04	-4.343084e-06	6.205106e-02
3.065631e-02	9.125747e+00	4.580292e+00	-4.657884e-08	-6.198538e-05	-4.767840e-08	1.518593e-03	4.732103e+03	7.153306e+00	-2.999598e-10	-8.964932e-09	5.194629e-09	9.410055e-02
3.116313e-02	9.126323e+00	4.580868e+00	7.968519e-08	-6.368446e-05	-4.979966e-08	1.543457e-03	4.818523e+03	7.673892e+00	1.216399e-09	-2.646487e-08	1.450034e-08	-1.875330e-01
3.166996e-02	9.126899e+00	4.581444e+00	-5.926204e-08	-6.538481e-05	-5.196227e-08	1.568310e-03	4.904065e+03	7.605588e+00	7.836755e-10	-1.330020e-08	9.441134e-09	1.559145e-01
3.217678e-02	9.127475e+00	4.582020e+00	-7.596705e-10	-6.708647e-05	-5.417210e-08	1.593157e-03	4.990844e+03	8.035912e+00	1.650528e-09	-2.856014e-09	1.290179e-09	-2.033139e-02
3.293701e-02	9.128338e+00	4.582883e+00	4.015629e-08	-6.963984e-05	-5.756826e-08	1.630412e-03	5.121162e+03	8.496876e+00	-7.221127e-10	-3.786965e-09	2.833350e-09	-8.135606e-02
3.369724e-02	9.129202e+00	4.583747e+00	-5.250416e-08	-7.219552e-05	-6.106299e-08	1.667647e-03	5.251609e+03	8.711382e+00	-1.088874e-10	-6.806917e-09	5.898117e-09	1.288000e-01
3.445747e-02	9.130066e+00	4.584611e+00	2.975650e-08	-7.475291e-05	-6.465981e-08	1.704865e-03	5.383489e+03	9.344757e+00	-2.422190e-09	-5.893974e-09	2.326549e-09	-9.036897e-02
3.521771e-02	9.130930e+00	4.585475e+00	1.267913e-08	-7.731130e-05	-6.835408e-08	1.742064e-03	5.515456e+03	9.702772e+00	-2.324812e-09	-3.983186e-09	5.538521e-11	-8.313449e-03
3.578788e-02	9.131578e+00	4.586123e+00	-5.902706e-08	-7.923256e-05	-7.119107e-08	1.769949e-03	5.614705e+03	9.902691e+00	2.730911e-06	-6.407770e-06	3.015749e-07	1.334213e-01
3.635806e-02	9.132226e+00	4.586771e+00	6.565948e-08	-8.115671e-05	-7.408889e-08	1.797827e-03	5.715146e+03	1.053129e+01	2.684175e-06	-6.307009e-06	3.001024e-07	-1.695627e-01
3.692823e-02	9.132874e+00	4.587419e+00	-2.835039e-08	-8.308490e-05	-7.704236e-08	1.825692e-03	5.814909e+03	1.062910e+01	2.639084e-06	-6.191934e-06	2.884538e-07	9.264743e-02
3.749840e-02	9.133522e+00	4.588067e+00	-2.771214e-08	-8.501738e-05	-8.005753e-08	1.853547e-03	5.915613e+03	1.102704e+01	2.598143e-06	-6.097001e-06	2.835376e-07	4.604648e-02
3.792603e-02	9.134008e+00	4.588553e+00	8.042531e-08	-8.646854e-05	-8.235865e-08	1.874433e-03	5.991771e+03	1.152542e+01	9.033109e-10	-1.496069e-08	1.378530e-08	-1.951399e-01
3.835367e-02	9.134494e+00	4.589039e+00	-7.890101e-08	-8.792107e-05	-8.468806e-08	1.895309e-03	6.066930e+03	1.140940e+01	-1.579781e-09	-1.544758e-08	1.483304e-08	2.141012e-01
3.878130e-02	9.134980e+00	4.589525e+00	2.440143e-08	-8.937442e-05	-8.705463e-08	1.916183e-03	6.143627e+03	1.197542e+01	6.876762e-10	1.403340e-09	1.900973e-09	-9.028680e-02
3.920893e-02	9.135466e+00	4.590011e+00	4.625031e-08	-9.082812e-05	-8.945095e-08	1.937050e-03	6.219979e+03	1.225872e+01	5.968399e-10	-2.249316e-09	3.794103e-09	-9.373461e-02
3.985037e-02	9.136195e+00	4.590740e+00	-6.728722e-08	-9.327573e-05	-9.336965e-08	1.968339e-03	6.334415e+03	1.244077e+01	2.495859e-05	-1.597776e-04	3.612999e-06	1.643382e-01
4.049182e-02	9.136923e+00	4.591468e+00	4.326837e-08	-9.607862e-05	-9.773363e-08	1.999620e-03	6.450356e+03	1.315168e+01	-3.263530e-07	-7.566624e-07	-1.886496e-08	-1.253606e-01
4.113327e-02	9.137652e+00	4.592197e+00	9.505908e-09	-9.914789e-05	-1.024605e-07	2.030889e-03	6.566007e+03	1.347358e+01	-3.300356e-07	-7.652082e-07	-2.380925e-08	2.804271e-03
4.177471e-02	9.138381e+00	4.592926e+00	-5.561628e-08	-1.022193e-04	-1.072895e-07	2.062143e-03	6.682163e+03	1.381311e+01	-3.335987e-07	-7.784562e-07	-1.801793e-08	1.216200e-01
4.225580e-02	9.138928e+00	4.593473e+00	7.342596e-08	-1.045236e-04	-1.109806e-07	2.085577e-03	6.770359e+03	1.445681e+01	-2.706726e-09	-9.621299e-09	1.579563e-08	-1.929067e-01
4.273688e-02	9.139475e+00	4.594020e+00	-4.194037e-08	-1.068289e-04	-1.147237e-07	2.109000e-03	6.8576
