TIME	KIN_EN	STRAIN_EN	GRAV_EN	MECH_EN	TIMESTEP	F_CRIT	M_CRIT	DISP_CRIT	ROT_CRIT	
3.119881e-01	4.352196e+02	7.515311e+04	0.000000e+00	7.558833e+04	5.792593e-06	5.100101e+01	2.882550e+00	1.245814e-04	1.011624e-04	
3.119968e-01	2.986964e+02	7.443624e+04	0.000000e+00	7.473494e+04	8.688890e-06	5.076872e+01	2.871667e+00	1.583292e-04	1.533639e-04	
3.120055e-01	7.194483e+02	7.172145e+04	0.000000e+00	7.244090e+04	8.688890e-06	5.053319e+01	2.858639e+00	1.474355e-04	8.313417e-05	
3.120142e-01	7.736551e+02	7.545096e+04	0.000000e+00	7.622462e+04	8.688890e-06	5.031304e+01	2.850545e+00	1.463201e-04	1.864752e-04	
3.120229e-01	7.944284e+02	7.478592e+04	0.000000e+00	7.558035e+04	8.688890e-06	5.008724e+01	2.840041e+00	1.991890e-04	1.841911e-04	
3.120359e-01	1.297658e+03	7.133502e+04	0.000000e+00	7.263268e+04	1.303333e-05	4.985854e+01	2.827428e+00	1.295761e-04	1.274700e-04	
3.120489e-01	1.890345e+03	7.580747e+04	0.000000e+00	7.769782e+04	1.303333e-05	4.963080e+01	2.814771e+00	1.640522e-04	2.097039e-04	
3.120620e-01	1.516713e+03	7.479815e+04	0.000000e+00	7.631486e+04	1.303333e-05	4.941125e+01	2.804481e+00	1.794455e-04	1.828069e-04	
3.120750e-01	1.481097e+03	7.091230e+04	0.000000e+00	7.239340e+04	1.303333e-05	4.918902e+01	2.792236e+00	1.582768e-04	1.590581e-04	
3.120945e-01	3.250162e+03	7.653722e+04	0.000000e+00	7.978738e+04	1.955000e-05	4.898377e+01	2.785750e+00	1.759930e-04	2.163829e-04	
3.121141e-01	4.244573e+03	7.393807e+04	0.000000e+00	7.818264e+04	1.955000e-05	4.876993e+01	2.775425e+00	1.402093e-04	1.758193e-04	
3.121336e-01	2.427961e+03	7.086459e+04	0.000000e+00	7.329255e+04	1.955000e-05	4.855281e+01	2.763380e+00	1.650702e-04	1.732877e-04	
3.121532e-01	2.233817e+03	7.719449e+04	0.000000e+00	7.942831e+04	1.955000e-05	4.833842e+01	2.751339e+00	2.159402e-04	2.112295e-04	
3.121825e-01	7.391584e+03	7.271287e+04	0.000000e+00	8.010445e+04	2.932500e-05	4.813048e+01	2.741115e+00	1.500825e-04	2.156173e-04	
3.122118e-01	8.641826e+03	7.171698e+04	0.000000e+00	8.035881e+04	2.932500e-05	4.792017e+01	2.729290e+00	1.517610e-04	1.799980e-04	
3.122412e-01	3.175403e+03	7.722830e+04	0.000000e+00	8.040370e+04	2.932500e-05	4.772544e+01	2.723507e+00	2.091321e-04	1.572135e-04	
3.122705e-01	3.556447e+03	7.205383e+04	0.000000e+00	7.561028e+04	2.932500e-05	4.752285e+01	2.713326e+00	1.891732e-04	2.251966e-04	
3.123145e-01	1.592095e+04	7.597963e+04	0.000000e+00	9.190057e+04	4.398750e-05	4.731984e+01	2.701930e+00	1.416760e-04	2.128438e-04	
3.123585e-01	1.613550e+04	7.395970e+04	0.000000e+00	9.009520e+04	4.398750e-05	4.712064e+01	2.692479e+00	6.760128e-05	9.960277e-05	
3.124025e-01	3.616908e+03	7.169506e+04	0.000000e+00	7.531197e+04	4.398750e-05	4.692102e+01	2.681109e+00	1.397086e-04	1.311772e-04	
3.124464e-01	6.919760e+03	7.697208e+04	0.000000e+00	8.389184e+04	4.398750e-05	4.672329e+01	2.670027e+00	1.778177e-04	2.357887e-04	
3.125124e-01	3.208324e+04	7.302144e+04	0.000000e+00	1.051047e+05	6.598126e-05	4.652979e+01	2.660806e+00	1.420164e-04	1.942031e-04	
3.125784e-01	2.874255e+04	7.213803e+04	0.000000e+00	1.008806e+05	6.598126e-05	4.633797e+01	2.649839e+00	8.587541e-05	5.452627e-05	
3.126444e-01	4.407178e+03	7.726281e+04	0.000000e+00	8.166999e+04	6.598126e-05	4.615490e+01	2.643328e+00	1.691670e-04	1.792698e-04	
3.127104e-01	1.372214e+04	7.266636e+04	0.000000e+00	8.638850e+04	6.598126e-05	4.596641e+01	2.634217e+00	1.588658e-04	2.314643e-04	
3.128093e-01	6.096612e+04	7.600231e+04	0.000000e+00	1.369684e+05	9.897188e-05	4.578336e+01	2.623649e+00	1.280223e-04	1.763864e-04	
3.129083e-01	5.009272e+04	7.400427e+04	0.000000e+00	1.240970e+05	9.897188e-05	4.560185e+01	2.614676e+00	8.918517e-05	1.289103e-04	
3.130073e-01	5.352087e+03	7.258604e+04	0.000000e+00	7.793813e+04	9.897188e-05	4.542179e+01	2.607995e+00	1.216409e-04	1.662696e-04	
3.131063e-01	2.666750e+04	7.693971e+04	0.000000e+00	1.036072e+05	9.897188e-05	4.524334e+01	2.597727e+00	1.587864e-04	2.223386e-04	
3.132547e-01	1.114853e+05	7.347055e+04	0.000000e+00	1.849558e+05	1.484578e-04	4.507206e+01	2.589113e+00	1.110728e-04	1.575278e-04	
3.133289e-01	6.555008e+04	7.267392e+04	0.000000e+00	1.382240e+05	7.422891e-05	4.472769e+01	2.575246e+00	7.480315e-05	9.313057e-05	
3.134032e-01	1.023021e+03	7.898819e+04	0.000000e+00	8.001121e+04	7.422891e-05	4.455223e+01	2.565377e+00	2.546843e-04	3.271972e-04	
3.134774e-01	6.253992e+04	7.320936e+04	0.000000e+00	1.357493e+05	7.422891e-05	4.437829e+01	2.557394e+00	2.913994e-04	3.426550e-04	
3.135145e-01	6.276397e+04	7.261578e+04	0.000000e+00	1.353797e+05	3.711446e-05	4.403012e+01	2.537259e+00	6.891626e-05	4.488994e-05	
3.135516e-01	6.269077e+03	8.163096e+04	0.000000e+00	8.790004e+04	3.711446e-05	4.385616e+01	2.527915e+00	3.182671e-04	4.110734e-04	
3.135887e-01	2.264744e+04	7.326777e+04	0.000000e+00	9.591522e+04	3.711446e-05	4.368925e+01	2.520549e+00	4.820996e-04	5.448828e-04	
3.136259e-01	7.428739e+04	7.669661e+04	0.000000e+00	1.509840e+05	3.711446e-05	4.351801e+01	2.511106e+00	2.972096e-04	3.292165e-04	
3.136815e-01	4.957329e+04	7.540649e+04	0.000000e+00	1.249798e+05	5.567168e-05	4.335019e+01	2.502945e+00	1.744192e-04	2.480106e-04	
3.137372e-01	1.220078e+03	7.302473e+04	0.000000e+00	7.424480e+04	5.567168e-05	4.318809e+01	2.497882e+00	2.911470e-04	3.551818e-04	
3.137929e-01	3.798236e+04	7.838168e+04	0.000000e+00	1.163640e+05	5.567168e-05	4.302295e+01	2.488745e+00	3.345388e-04	3.766869e-04	
3.138485e-01	7.689574e+04	7.401099e+04	0.000000e+00	1.509067e+05	5.567168e-05	4.286006e+01	2.481085e+00	1.694979e-04	1.909472e-04	
3.139320e-01	2.953270e+04	7.312553e+04	0.000000e+00	1.026582e+05	8.350753e-05	4.270262e+01	2.475576e+00	1.504101e-04	1.816852e-04	
3.140156e-01	4.567768e+03	7.837189e+04	0.000000e+00	8.293966e+04	8.350753e-05	4.254437e+01	2.466414e+00	1.940580e-04	2.635353e-04	
3.140991e-01	5.771438e+04	7.353032e+04	0.000000e+00	1.312447e+05	8.350753e-05	4.238723e+01	2.458915e+00	2.147837e-04	2.478114e-04	
3.141408e-01	4.453703e+04	7.319941e+04	0.000000e+00	1.177364e+05	4.175376e-05	4.208187e+01	2.447525e+00	1.582759e-04	1.453293e-04	
3.141826e-01	2.018104e+03	8.084734e+04	0.000000e+00	8.286545e+04	4.175376e-05	4.192400e+01	2.438865e+00	2.640762e-04	3.649135e-04	
3.142243e-01	2.681217e+04	7.318916e+04	0.000000e+00	1.000013e+05	4.175376e-05	4.177146e+01	2.431950e+00	3.887802e-04	4.421536e-04	
3.142452e-01	3.202215e+04	7.352253e+04	0.000000e+00	1.055447e+05	2.087688e-05	4.145929e+01	2.413966e+00	1.751162e-04	1.143128e-04	
3.142556e-01	4.786055e+03	8.830587e+04	0.000000e+00	9.309192e+04	1.043844e-05	4.115604e+01	2.398123e+00	5.042003e-04	6.176279e-04	
3.142661e-01	1.271414e+04	7.240978e+04	0.000000e+00	8.512392e+04	1.043844e-05	4.101283e+01	2.392293e+00	9.781977e-04	9.822270e-04	
3.142765e-01	3.001336e+04	7.658139e+04	0.000000e+00	1.065948e+05	1.043844e-05	4.086518e+01	2.384622e+00	3.543314e-04	3.702674e-04	
3.142870e-01	1.052161e+04	8.390170e+04	0.000000e+00	9.442331e+04	1.043844e-05	4.071928e+01	2.376720e+00	8.395217e-04	6.596596e-04	
3.143026e-01	1.685073e+04	7.121372e+04	0.000000e+00	8.806445e+04	1.565766e-05	4.057643e+01	2.369170e+00	1.121326e-03	9.101887e-04	
3.143183e-01	4.282845e+04	7.852676e+04	0.000000e+00	1.213552e+05	1.565766e-05	4.043302e+01	2.361632e+00	2.905682e-04	3.899255e-04	
3.143339e-01	2.569491e+04	8.003827e+04	0.000000e+00	1.057332e+05	1.565766e-05	4.028902e+01	2.353727e+00	9.689134e-04	6.899003e-04	
3.143496e-01	1.299048e+04	7.119805e+04	0.000000e+00	8.418853e+04	1.565766e-05	4.014913e+01	2.346203e+00	1.106874e-03	8.680434e-04	
3.143731e-01	5.444297e+04	8.203847e+04	0.000000e+00	1.364814e+05	2.348649e-05	4.001035e+01	2.338650e+00	4.107752e-04	6.064435e-04	
3.143966e-01	7.579579e+04	7.651359e+04	0.000000e+00	1.523094e+05	2.348649e-05	3.986877e+01	2.331049e+00	7.264671e-04	4.214980e-04	
3.144200e-01	3.166196e+04	7.307728e+04	0.000000e+00	1.047392e+05	2.348649e-05	3.972994e+01	2.323319e+00	1.036066e-03	7.251983e-04	
3.144435e-01	2.290577e+04	8.501561e+04	0.000000e+00	1.079214e+05	2.348649e-05	3.959394e+01	2.316120e+00	5.846957e-04	7.186071e-04	
3.144788e-01	1.218196e+05	7.079914e+04	0.000000e+00	1.926188e+05	3.522974e-05	3.945894e+01	2.308918e+00	6.403211e-04	4.151861e-04	
3.145140e-01	1.434532e+05	7.450086e+04	0.000000e+00	2.179541e+05	3.522974e-05	3.932002e+01	2.301234e+00	6.733452e-04	3.950413e-04	
3.145492e-01	3.913564e+04	8.527397e+04	0.000000e+00	1.244096e+05	3.522974e-05	3.918408e+01	2.293883e+00	5.786322e-04	5.706524e-04	
3.145844e-01	4.415178e+04	6.904310e+04	0.000000e+00	1.131949e+05	3.522974e-05	3.905283e+01	2.287331e+00	5.949655e-04	5.869595e-04	
3.146373e-01	2.612951e+05	7.852137e+04	0.000000e+00	3.398164e+05	5.284461e-05	3.893654e+01	2.286496e+00	6.289759e-04	4.076360e-04	
3.146901e-01	2.657201e+05	7.786994e+04	0.000000e+00	3.435900e+05	5.284461e-05	3.880326e+01	2.278837e+00	4.453110e-04	2.820760e-04	
3.147430e-01	4.739618e+04	6.957744e+04	0.000000e+00	1.169736e+05	5.284461e-05	3.867172e+01	2.271668e+00	3.149955e-04	4.570614e-04	
3.147958e-01	9.524475e+04	8.340541e+04	0.000000e+00	1.786502e+05	5.284461e-05	3.854411e+01	2.264677e+00	6.464951e-04	4.866927e-04	
3.148751e-01	5.282509e+05	7.222323e+04	0.000000e+00	6.004741e+05	7.926691e-05	3.841602e+01	2.257751e+00	5.872427e-04	3.665733e-04	
3.149544e-01	4.796979e+05	7.213987e+04	0.000000e+00	5.518377e+05	7.926691e-05	3.828894e+01	2.250488e+00	2.773641e-04	1.947066e-04	
3.150336e-01	5.750901e+04	8.406139e+04	0.000000e+00	1.415704e+05	7.926691e-05	3.816301e+01	2.243710e+00	4.398863e-04	4.007896e-04	
3.151129e-01	2.037626e+05	6.998027e+04	0.000000e+00	2.737429e+05	7.926691e-05	3.803846e+01	2.237034e+00	6.791220e-04	4.388124e-04	
3.152318e-01	1.015758e+06	7.699856e+04	0.000000e+00	1.092757e+06	1.189004e-04	3.792727e+01	2.236557e+00	5.014654e-04	3.031941e-04	
3.153507e-01	8.429280e+05	7.836255e+04	0.000000e+00	9.212905e+05	1.189004e-04	3.780756e+01	2.229658e+00	1.628176e-04	1.334726e-04	
3.154696e-01	6.983003e+04	7.000315e+04	0.000000e+00	1.398332e+05	1.189004e-04	3.768844e+01	2.224090e+00	4.432587e-04	3.574713e-04	
3.155290e-01	7.570323e+04	8.266867e+04	0.000000e+00	1.583719e+05	5.945018e-05	3.747414e+01	2.222832e+00	7.204713e-04	4.530919e-04	
3.155885e-01	2.944116e+05	7.359200e+04	0.000000e+00	3.680036e+05	5.945018e-05	3.735190e+01	2.216332e+00	6.176294e-04	3.574818e-04	
3.156479e-01	2.363551e+05	7.206863e+04	0.000000e+00	3.084237e+05	5.945018e-05	3.723040e+01	2.209182e+00	2.497655e-04	2.439365e-04	
3.157074e-01	3.063744e+04	8.408468e+04	0.000000e+00	1.147221e+05	5.945018e-05	3.711089e+01	2.202448e+00	5.368204e-04	3.661010e-04	
3.157966e-01	3.268848e+05	7.096842e+04	0.000000e+00	3.978532e+05	8.917527e-05	3.699373e+01	2.196113e+00	7.128712e-04	4.334965e-04	
3.158857e-01	7.020260e+05	7.526628e+04	0.000000e+00	7.772923e+05	8.917527e-05	3.688837e+01	2.196195e+00	3.928355e-04	2.207796e-04	
3.159749e-01	3.194098e+05	8.116447e+04	0.000000e+00	4.005743e+05	8.917527e-05	3.677305e+01	2.189625e+00	2.174570e-04	2.702448e-04	
3.160641e-01	3.192198e+04	7.005499e+04	0.000000e+00	1.019770e+05	8.917527e-05	3.665818e+01	2.183419e+00	6.415201e-04	4.101154e-04	
3.161979e-01	9.994060e+05	8.004278e+04	0.000000e+00	1.079449e+06	1.337629e-04	3.655834e+01	2.183966e+00	6.450861e-04	3.862134e-04	
3.163316e-01	1.506984e+06	7.696854e+04	0.000000e+00	1.583953e+06	1.337629e-04	3.644925e+01	2.178701e+00	2.290142e-04	1.253114e-04	
3.164654e-01	4.248481e+05	7.087405e+04	0.000000e+00	4.957221e+05	1.337629e-04	3.634079e+01	2.174221e+00	3.663623e-04	2.929048e-04	
3.165992e-01	1.613265e+05	8.350544e+04	0.000000e+00	2.448320e+05	1.337629e-04	3.624188e+01	2.173871e+00	6.937365e-04	4.356448e-04	
3.167998e-01	2.509034e+06	7.319088e+04	0.000000e+00	2.582225e+06	2.006444e-04	3.614089e+01	2.173017e+00	5.723265e-04	3.380202e-04	
