TIME	X	Y	Z	ROTX	ROTY	ROTZ	FX	FY	FZ	MX	MY	MZ
2.163989e-02	1.475448e-02	4.560209e+00	2.396241e-08	-3.253367e-05	-1.764563e-08	1.074930e-03	-3.248742e+03	-3.473779e+00	2.484118e-08	5.719997e-08	2.195771e-09	-4.631318e-02
2.244080e-02	1.530055e-02	4.560756e+00	-6.440535e-08	-3.500467e-05	-1.968989e-08	1.114440e-03	-3.377185e+03	-3.904746e+00	2.970991e-08	5.360428e-08	9.575883e-09	1.475815e-01
2.324170e-02	1.584662e-02	4.561302e+00	6.164919e-08	-3.748732e-05	-2.184188e-08	1.153933e-03	-3.506294e+03	-3.947881e+00	3.111723e-08	5.737933e-08	9.308242e-09	-1.504512e-01
2.384238e-02	1.625617e-02	4.561711e+00	-1.012243e-08	-3.936652e-05	-2.353069e-08	1.183539e-03	-3.603516e+03	-4.320921e+00	-2.010156e-05	4.811952e-05	1.598970e-06	3.723787e-02
2.444305e-02	1.666573e-02	4.562121e+00	-4.790064e-08	-4.127500e-05	-2.529464e-08	1.213133e-03	-3.701105e+03	-4.599487e+00	-1.995256e-05	4.778979e-05	1.585524e-06	1.007812e-01
2.504373e-02	1.707528e-02	4.562530e+00	7.360396e-08	-4.322106e-05	-2.714104e-08	1.242718e-03	-3.799082e+03	-4.612070e+00	-1.977807e-05	4.738535e-05	1.573067e-06	-1.716353e-01
2.564441e-02	1.748483e-02	4.562940e+00	-4.997905e-08	-4.520517e-05	-2.906885e-08	1.272290e-03	-3.897381e+03	-5.094699e+00	-1.961636e-05	4.704422e-05	1.549350e-06	1.280137e-01
2.609492e-02	1.779200e-02	4.563247e+00	-2.031331e-08	-4.671149e-05	-3.056709e-08	1.294462e-03	-3.971370e+03	-5.198926e+00	4.746771e-09	1.037781e-08	1.110121e-08	2.970541e-02
2.654543e-02	1.809916e-02	4.563554e+00	7.668488e-08	-4.822272e-05	-3.210330e-08	1.316629e-03	-4.045575e+03	-5.226592e+00	5.072749e-09	3.779092e-09	2.187123e-08	-1.676205e-01
2.699593e-02	1.840633e-02	4.563861e+00	-8.135124e-08	-4.973257e-05	-3.367077e-08	1.338786e-03	-4.119944e+03	-5.710649e+00	4.707919e-09	-1.027752e-09	2.443068e-08	1.937605e-01
2.744644e-02	1.871349e-02	4.564168e+00	3.138990e-08	-5.124100e-05	-3.527400e-08	1.360940e-03	-4.194573e+03	-5.674881e+00	5.892545e-09	1.320146e-08	1.308191e-08	-9.068454e-02
2.812220e-02	1.917424e-02	4.564629e+00	1.933704e-08	-5.350157e-05	-3.773986e-08	1.394158e-03	-4.306873e+03	-6.024412e+00	5.343995e-05	1.221938e-04	-5.538810e-06	-2.839450e-02
2.879797e-02	1.963499e-02	4.565090e+00	-5.685079e-08	-5.576235e-05	-4.028243e-08	1.427360e-03	-4.419640e+03	-6.458883e+00	5.451030e-05	1.246501e-04	-5.661456e-06	1.286082e-01
2.947373e-02	2.009573e-02	4.565551e+00	5.619013e-08	-5.802409e-05	-4.290464e-08	1.460549e-03	-4.532921e+03	-6.554353e+00	5.506261e-05	1.259252e-04	-5.735911e-06	-1.429776e-01
3.014949e-02	2.055648e-02	4.566011e+00	-1.802686e-08	-6.028694e-05	-4.560267e-08	1.493722e-03	-4.646647e+03	-7.044488e+00	5.626647e-05	1.287130e-04	-5.885933e-06	6.211265e-02
3.065631e-02	2.090204e-02	4.566357e+00	-4.657884e-08	-6.198538e-05	-4.767840e-08	1.518593e-03	-4.732268e+03	-7.318832e+00	-8.559179e-10	4.922292e-09	5.090934e-09	9.410573e-02
3.116313e-02	2.124760e-02	4.566703e+00	7.968519e-08	-6.368446e-05	-4.979966e-08	1.543457e-03	-4.818193e+03	-7.343832e+00	-9.791809e-10	-6.048187e-09	1.437990e-08	-1.875424e-01
3.166996e-02	2.159316e-02	4.567048e+00	-5.926204e-08	-6.538481e-05	-5.196227e-08	1.568310e-03	-4.904340e+03	-7.880095e+00	1.053742e-09	-3.986333e-09	9.361716e-09	1.559234e-01
3.217678e-02	2.193872e-02	4.567394e+00	-7.596705e-10	-6.708647e-05	-5.417210e-08	1.593157e-03	-4.990808e+03	-8.000002e+00	1.612441e-10	6.200589e-09	1.228508e-09	-2.033220e-02
3.293701e-02	2.245706e-02	4.567912e+00	4.015629e-08	-6.963984e-05	-5.756826e-08	1.630412e-03	-5.121019e+03	-8.353764e+00	3.950339e-10	-1.235938e-09	2.816290e-09	-8.136073e-02
3.369724e-02	2.297540e-02	4.568430e+00	-5.250416e-08	-7.219552e-05	-6.106299e-08	1.667647e-03	-5.251836e+03	-8.938098e+00	1.180119e-09	-3.477289e-09	5.878265e-09	1.288078e-01
3.445747e-02	2.349374e-02	4.568949e+00	2.975650e-08	-7.475291e-05	-6.465981e-08	1.704865e-03	-5.383330e+03	-9.185595e+00	3.514811e-10	-5.616821e-09	2.323950e-09	-9.037453e-02
3.521771e-02	2.401208e-02	4.569467e+00	1.267913e-08	-7.731130e-05	-6.835408e-08	1.742064e-03	-5.515441e+03	-9.688261e+00	2.843728e-09	7.405335e-09	-2.576712e-11	-8.313961e-03
3.578788e-02	2.440084e-02	4.569856e+00	-5.902706e-08	-7.923256e-05	-7.119107e-08	1.769949e-03	-5.614940e+03	-1.013747e+01	-2.731540e-06	6.387494e-06	2.105163e-07	1.334275e-01
3.635806e-02	2.478959e-02	4.570245e+00	6.565948e-08	-8.115671e-05	-7.408889e-08	1.797827e-03	-5.714848e+03	-1.023279e+01	-2.680829e-06	6.277526e-06	2.091538e-07	-1.695766e-01
3.692823e-02	2.517835e-02	4.570633e+00	-2.835039e-08	-8.308490e-05	-7.704236e-08	1.825692e-03	-5.815072e+03	-1.079229e+01	-2.639219e-06	6.185635e-06	1.975871e-07	9.265124e-02
3.749840e-02	2.556711e-02	4.571022e+00	-2.771214e-08	-8.501738e-05	-8.005753e-08	1.853547e-03	-5.915694e+03	-1.110797e+01	-2.595717e-06	6.089180e-06	1.927241e-07	4.604721e-02
3.792603e-02	2.585867e-02	4.571314e+00	8.042531e-08	-8.646854e-05	-8.235865e-08	1.874433e-03	-5.991427e+03	-1.118195e+01	-1.156295e-09	-1.538757e-08	1.380884e-08	-1.951538e-01
3.835367e-02	2.615024e-02	4.571605e+00	-7.890101e-08	-8.792107e-05	-8.468806e-08	1.895309e-03	-6.067307e+03	-1.178635e+01	2.256331e-09	-1.127423e-08	1.481127e-08	2.141172e-01
3.878130e-02	2.644181e-02	4.571897e+00	2.440143e-08	-8.937442e-05	-8.705463e-08	1.916183e-03	-6.143468e+03	-1.181636e+01	-4.842816e-11	-2.954760e-09	1.931486e-09	-9.029354e-02
3.920893e-02	2.673337e-02	4.572188e+00	4.625031e-08	-9.082812e-05	-8.945095e-08	1.937050e-03	-6.219814e+03	-1.209381e+01	9.490621e-10	-3.123407e-09	3.801897e-09	-9.374172e-02
3.985037e-02	2.717072e-02	4.572626e+00	-6.728722e-08	-9.327573e-05	-9.336965e-08	1.968339e-03	-6.334704e+03	-1.273003e+01	-2.496410e-05	1.586980e-04	1.080707e-06	1.643369e-01
4.049182e-02	2.760807e-02	4.573063e+00	4.326837e-08	-9.607862e-05	-9.773363e-08	1.999620e-03	-6.450135e+03	-1.293093e+01	3.251063e-07	7.534835e-07	-3.100573e-08	-1.253704e-01
4.113327e-02	2.804542e-02	4.573500e+00	9.505908e-09	-9.914789e-05	-1.024605e-07	2.030889e-03	-6.566012e+03	-1.347862e+01	3.290716e-07	7.646086e-07	-3.629124e-08	2.804811e-03
4.177471e-02	2.848277e-02	4.573938e+00	-5.561628e-08	-1.022193e-04	-1.072895e-07	2.062143e-03	-6.682377e+03	-1.402712e+01	3.349676e-07	7.655121e-07	-3.080008e-08	1.216309e-01
4.225580e-02	2.881078e-02	4.574266e+00	7.342596e-08	-1.045236e-04	-1.109806e-07	2.085577e-03	-6.770020e+03	-1.411721e+01	-1.183602e-09	-1.440110e-08	1.584274e-08	-1.929226e-01
4.2
