TIME	X	Y	Z	ROTX	ROTY	ROTZ	FX	FY	FZ	MX	MY	MZ
2.654543e-02	4.563554e+00	1.809916e-02	-7.668459e-08	-3.210328e-08	-4.822269e-05	-1.316629e-03	-5.226592e+00	-4.045575e+03	-3.434462e-09	2.184368e-08	7.262387e-09	1.676205e-01
2.699593e-02	4.563861e+00	1.840633e-02	8.135156e-08	-3.367075e-08	-4.973254e-05	-1.338786e-03	-5.710649e+00	-4.119944e+03	-6.242970e-09	2.441220e-08	2.674966e-09	-1.937605e-01
2.744644e-02	4.564168e+00	1.871349e-02	-3.138954e-08	-3.527398e-08	-5.124097e-05	-1.360940e-03	-5.674881e+00	-4.194573e+03	-5.997945e-09	1.307784e-08	1.365117e-08	9.068454e-02
2.812220e-02	4.564629e+00	1.917424e-02	-1.933662e-08	-3.773984e-08	-5.350154e-05	-1.394158e-03	-6.024412e+00	-4.306873e+03	-5.343994e-05	-5.538811e-06	1.221935e-04	2.839450e-02
2.879797e-02	4.565090e+00	1.963499e-02	5.685127e-08	-4.028240e-08	-5.576232e-05	-1.427360e-03	-6.458883e+00	-4.419640e+03	-5.451022e-05	-5.661448e-06	1.246501e-04	-1.286082e-01
2.947373e-02	4.565551e+00	2.009573e-02	-5.618958e-08	-4.290461e-08	-5.802405e-05	-1.460549e-03	-6.554353e+00	-4.532921e+03	-5.506102e-05	-5.735903e-06	1.259214e-04	1.429776e-01
3.014949e-02	4.566011e+00	2.055648e-02	1.802747e-08	-4.560264e-08	-6.028691e-05	-1.493722e-03	-7.044488e+00	-4.646647e+03	-5.626637e-05	-5.885888e-06	1.287060e-04	-6.211265e-02
3.065631e-02	4.566357e+00	2.090204e-02	4.657950e-08	-4.767837e-08	-6.198535e-05	-1.518593e-03	-7.318832e+00	-4.732268e+03	2.552648e-09	5.106842e-09	1.857250e-09	-9.410571e-02
3.116313e-02	4.566703e+00	2.124760e-02	-7.968448e-08	-4.979963e-08	-6.368442e-05	-1.543457e-03	-7.343832e+00	-4.818193e+03	-6.332790e-10	1.439920e-08	-9.450222e-09	1.875424e-01
3.166996e-02	4.567048e+00	2.159316e-02	5.926281e-08	-5.196224e-08	-6.538477e-05	-1.568310e-03	-7.880095e+00	-4.904340e+03	2.159688e-09	9.372349e-09	-3.803717e-09	-1.559233e-01
3.217678e-02	4.567394e+00	2.193872e-02	7.604951e-10	-5.417207e-08	-6.708644e-05	-1.593157e-03	-8.000002e+00	-4.990808e+03	1.231224e-09	1.245491e-09	2.110936e-09	2.033222e-02
3.293701e-02	4.567912e+00	2.245706e-02	-4.015538e-08	-5.756823e-08	-6.963980e-05	-1.630412e-03	-8.353764e+00	-5.121019e+03	-2.112675e-09	2.831656e-09	-4.742017e-09	8.136071e-02
3.369724e-02	4.568430e+00	2.297540e-02	5.250515e-08	-6.106295e-08	-7.219548e-05	-1.667647e-03	-8.938098e+00	-5.251836e+03	-1.222631e-09	5.868651e-09	-2.953115e-09	-1.288078e-01
3.445747e-02	4.568949e+00	2.349374e-02	-2.975544e-08	-6.465977e-08	-7.475287e-05	-1.704865e-03	-9.185595e+00	-5.383330e+03	-5.053539e-10	2.264668e-09	1.786018e-09	9.037453e-02
3.521771e-02	4.569467e+00	2.401208e-02	-1.267802e-08	-6.835404e-08	-7.731126e-05	-1.742064e-03	-9.688261e+00	-5.515441e+03	-2.701770e-09	-2.512419e-11	7.621052e-09	8.313963e-03
3.578788e-02	4.569856e+00	2.440084e-02	5.902820e-08	-7.119103e-08	-7.923251e-05	-1.769949e-03	-1.013747e+01	-5.614940e+03	2.731684e-06	2.105134e-07	6.387942e-06	-1.334275e-01
3.635806e-02	4.570245e+00	2.478959e-02	-6.565832e-08	-7.408885e-08	-8.115666e-05	-1.797827e-03	-1.023279e+01	-5.714848e+03	2.682509e-06	2.091173e-07	6.281110e-06	1.695766e-01
3.692823e-02	4.570633e+00	2.517835e-02	2.835158e-08	-7.704232e-08	-8.308485e-05	-1.825692e-03	-1.079229e+01	-5.815072e+03	2.639373e-06	1.976079e-07	6.185452e-06	-9.265124e-02
3.749840e-02	4.571022e+00	2.556711e-02	2.771335e-08	-8.005748e-08	-8.501733e-05	-1.853547e-03	-1.110797e+01	-5.915694e+03	2.595626e-06	1.927125e-07	6.089288e-06	-4.604721e-02
3.792603e-02	4.571314e+00	2.585867e-02	-8.042408e-08	-8.235861e-08	-8.646849e-05	-1.874433e-03	-1.118195e+01	-5.991427e+03	1.003997e-09	1.379673e-08	-1.463089e-08	1.951538e-01
3.835367e-02	4.571605e+00	2.615024e-02	7.890226e-08	-8.468801e-08	-8.792102e-05	-1.895309e-03	-1.178635e+01	-6.067307e+03	-7.325267e-10	1.483485e-08	-1.446976e-08	-2.141171e-01
3.878130e-02	4.571897e+00	2.644181e-02	-2.440016e-08	-8.705458e-08	-8.937437e-05	-1.916183e-03	-1.181636e+01	-6.143468e+03	1.812008e-10	1.940271e-09	-2.765232e-09	9.029354e-02
3.920893e-02	4.572188e+00	2.673337e-02	-4.624903e-08	-8.945091e-08	-9.082807e-05	-1.937050e-03	-1.209381e+01	-6.219814e+03	-7.232799e-10	3.799375e-09	-3.125863e-09	9.374172e-02
3.985037e-02	4.572626e+00	2.717072e-02	6.728853e-08	-9.336960e-08	-9.327568e-05	-1.968339e-03	-1.273003e+01	-6.334704e+03	2.496255e-05	1.080673e-06	1.587012e-04	-1.643369e-01
4.049182e-02	4.573063e+00	2.760807e-02	-4.326703e-08	-9.773358e-08	-9.607856e-05	-1.999620e-03	-1.293093e+01	-6.450135e+03	-3.249323e-07	-3.100224e-08	7.534809e-07	1.253704e-01
4.113327e-02	4.573500e+00	2.804542e-02	-9.504549e-09	-1.024605e-07	-9.914784e-05	-2.030889e-03	-1.347862e+01	-6.566012e+03	-3.288001e-07	-3.629801e-08	7.656580e-07	-2.804808e-03
4.177471e-02	4.573938e+00	2.848277e-02	5.561766e-08	-1.072894e-07	-1.022193e-04	-2.062143e-03	-1.402712e+01	-6.682377e+03	-3.348727e-07	-3.078530e-08	7.656502e-07	-1.216309e-01
4.225580e-02	4.574266e+00	2.881078e-02	-7.342457e-08	-1.109806e-07	-1.045236e-04	-2.085577e-03	-1.411721e+01	-6.77002
